ID, Name, Background, Body, Feathers, Beak, Eyes, Eyewear, Headwear, Outfit
2926, #2926, Pink, Tabby, White, Small, Angry, , McDonald's Visor, KFC Shirt
2927, #2927, Green, Crescent, Purple, Long, Diamond, , In-N-Out Burger Hat, McDonalds Polo
2928, #2928, Blue, Crescent, White, Short, Adorable, , Burger King Visor, Taco Bell Shirt
2929, #2929, Pink, Stark, Brown, Short, Angry, , Starbucks Hat, Janitor Shirt
2930, #2930, Green, Stark, Brown, Small, Angry, , McDonald's Hat, Subway Shirt
2931, #2931, Yellow, Emperor, Green, Short, Discerning, , , Burger King Uniform
2932, #2932, Green, Brave, Gray, Small, Discerning, , Dunkin' Donuts Hat, Burger King Uniform
2933, #2933, Pink, Tranquil, Brown, Small, Open, , Taco, Burger King Uniform
2934, #2934, Purple, Crescent, Blue, Short, Side-Eye, , Walmart Hat 2, 
2935, #2935, Purple, Sage, Green, Small, Open, , Ben & Jerry's Bucket Hat, McDonalds Shirt
2936, #2936, Green, Professor, Pink, Small, Moon, , Chick-fil-A Hat, 
2937, #2937, Blue, Stark, White, Small, Open, , Walmart Hat 2, Taco Bell Shirt
2938, #2938, Gray, Guardian, White, Long, Open, , Popcorn, 
2939, #2939, Yellow, Crescent, White, Long, Side-Eye, , Chick-fil-A Hat, McDonalds Shirt
2940, #2940, Blue, Crescent, Brown, Long, Side-Eye, , Chick-fil-A Hat, Burger King Uniform
2941, #2941, Yellow, Crescent, White, Small, Moon, , McDonald's Visor, 
2942, #2942, Purple, Emperor, Pink, Long, Discerning, , , McDonalds Shirt
2943, #2943, Gray, Crescent, Blue, Small, Relaxed, , McDonald's Hat, Burger King Uniform
2944, #2944, Green, Guardian, Pink, Small, Open, , KFC Bucket Hat, Subway Shirt
2945, #2945, Yellow, Tranquil, Red, Small, Relaxed, , Hamburger, McDonalds Polo
2946, #2946, Blue, Stark, Purple, Long, Open, , Sushi Headband, 
2947, #2947, Yellow, Crescent, Purple, Short, Discerning, , , Dominos Shirt
2948, #2948, Green, Crescent, Gray, Small, Rainbow, , McDonald's Hat, McDonalds Polo
2949, #2949, Gray, Skeleton, Bone, Small, Open, , KFC Bucket Hat, 
2950, #2950, Yellow, Professor, Brown, Long, Adorable, , KFC Hat, Janitor Shirt
2951, #2951, Green, Guardian, White, Short, Side-Eye, , McDonald's Visor, 
2952, #2952, Blue, Crescent, White, Short, Side-Eye, , In-N-Out Burger Hat, McDonalds Shirt
2953, #2953, Pink, Stark, Red, Small, Relaxed, , Walmart Hat 2, KFC Shirt
2954, #2954, Blue, Crescent, Pink, Small, Rainbow, , Vintage McDonald's Hat, Dominos Shirt
2955, #2955, Green, Professor, Purple, Long, Discerning, , Starbucks Hat, Walmart Shirt
2956, #2956, Yellow, Crescent, Blue, Small, Open, , McDonald's Box Hat, McDonalds Shirt
2957, #2957, Pink, Brave, Red, Short, , Jobs Glasses, Popcorn, Burger King Uniform
2958, #2958, Gray, Stark, Pink, Short, Discerning, , McDonald's Visor, Janitor Shirt
2959, #2959, Green, Stark, White, Small, Open, , McDonald's Box Hat, Starbucks Apron
2960, #2960, Green, Stark, Pink, Small, Relaxed, , In-N-Out Burger Hat, Burger King Uniform
2961, #2961, Blue, Crescent, Pink, Short, Relaxed, , , Walmart Shirt
2962, #2962, Purple, Stark, Black, Small, Side-Eye, , Dominos Hat, 
2963, #2963, Purple, Guardian, Gray, Small, Heart, , Starbucks Hat, Walmart Shirt
2964, #2964, Green, Brave, Brown, Small, Open, , McDonald's Bucket Hat, Burger King Uniform
2965, #2965, Purple, Stark, White, Short, Open, , McDonald's Bucket Hat, McDonalds Shirt
2966, #2966, Pink, Emperor, Gray, Small, Open, , Walmart Hat 2, McDonalds Polo
2967, #2967, Pink, Crescent, Black, Small, Adorable, , Taco Bell Hat, 
2968, #2968, Blue, Tabby, Brown, Short, Discerning, , , Starbucks Apron
2969, #2969, Purple, Stark, Brown, Short, Rainbow, , McDonald's Bucket Hat, Janitor Shirt
2970, #2970, Green, Tranquil, Purple, Short, Discerning, , Denny's Hat, 
2971, #2971, Purple, Emperor, Green, Small, Rainbow, , Walmart Hat 2, McDonalds Shirt
2972, #2972, Gray, Guardian, White, Small, Discerning, , Starbucks Hat, Janitor Shirt
2973, #2973, Blue, Tranquil, Brown, Short, Angry, , Denny's Hat, McDonalds Polo
2974, #2974, Yellow, Tabby, Purple, Short, Open, , Burger King Hat, KFC Shirt
2975, #2975, Green, Tabby, Brown, Short, Side-Eye, , Walmart Hat 2, 
2976, #2976, Gray, Stark, Red, Short, Relaxed, , McDonald's Hat, Starbucks Apron
2977, #2977, Blue, Crescent, Pink, Small, Discerning, , KFC Hat, 
2978, #2978, Pink, Brave, Green, Small, Open, , KFC Bucket Hat, McDonalds Shirt
2979, #2979, Purple, Brave, Gray, Small, Angry, , , Subway Shirt
2980, #2980, Green, Tranquil, White, Long, Side-Eye, , Denny's Hat, Janitor Shirt
2981, #2981, Pink, Crescent, Red, Small, Angry, , Starbucks Hat, KFC Shirt
2982, #2982, Blue, Crescent, White, Small, Side-Eye, , , Starbucks Apron
2983, #2983, Gray, Professor, Green, Small, Open, , Burger King Hat, Walmart Shirt
2984, #2984, Pink, Crescent, Brown, Small, Side-Eye, , Burger King Visor, Taco Bell Shirt
2985, #2985, Green, Crescent, Black, Short, Angry, , Taco, Dominos Shirt
2986, #2986, Purple, Crescent, Pink, Short, Open, , Taco Bell Hat, Subway Shirt
2987, #2987, Pink, Tranquil, Pink, Short, Discerning, , , McDonalds Polo
2988, #2988, Gray, Stark, Purple, Short, Diamond, , McDonald's Visor, 
2989, #2989, Pink, Professor, Green, Short, Angry, , KFC Hat, 
2990, #2990, Blue, Crescent, Blue, Long, Diamond, , Starbucks Hat, Taco Bell Shirt
2991, #2991, Gray, Professor, Pink, Small, Adorable, , , Walmart Shirt
2992, #2992, Purple, Tabby, Red, Long, Side-Eye, , , KFC Shirt
2993, #2993, Blue, Tabby, Blue, Small, Open, , Subway Visor, Subway Shirt
2994, #2994, Green, Sage, Purple, Small, Angry, , Walmart Hat 2, McDonalds Shirt
2995, #2995, Yellow, Skeleton, Bone, Short, Open, , Popcorn, 
2996, #2996, Yellow, Professor, Brown, Long, Angry, , Burger King Hat, Taco Bell Shirt
2997, #2997, Pink, Crescent, Purple, Small, Discerning, , , McDonalds Polo
2998, #2998, Pink, Crescent, Black, Short, , Jobs Glasses, , Dominos Shirt
2999, #2999, Green, Crescent, Green, Short, Side-Eye, , Walmart Hat 2, McDonalds Shirt
3000, #3000, Green, Brave, Brown, Short, Rainbow, , McDonald's Visor, 
3001, #3001, Pink, Tabby, Purple, Long, Discerning, , , Dominos Shirt
3002, #3002, Purple, Professor, Brown, Long, Angry, , Ben & Jerry's Bucket Hat, Burger King Uniform
3003, #3003, Yellow, Guardian, Gray, Small, Discerning, , Dunkin' Donuts Visor, KFC Shirt
3004, #3004, Gray, Tranquil, Black, Short, Angry, , Burger King Hat, McDonalds Shirt
3005, #3005, Pink, Emperor, Black, Short, , Sunglasses, McDonald's Hat, Walmart Shirt
3006, #3006, Green, Skeleton, Bone, Long, Angry, , Walmart Hat, 
3007, #3007, Purple, Crescent, Green, Short, Open, , Walmart Hat, Taco Bell Shirt
3008, #3008, Pink, Professor, Pink, Small, Side-Eye, , Dunkin' Donuts Visor, Janitor Shirt
3009, #3009, Gray, Crescent, Red, Short, Angry, , Burger King Visor, Burger King Uniform
3010, #3010, Pink, Brave, Gray, Short, Side-Eye, , McDonald's Hat, 
3011, #3011, Green, Emperor, Purple, Short, Relaxed, , Ben & Jerry's Bucket Hat, 
3012, #3012, Gray, Crescent, White, Small, Relaxed, , Pizza Hut Hat, McDonalds Shirt
3013, #3013, Blue, Tranquil, Purple, Small, Angry, , Popcorn, Dominos Shirt
3014, #3014, Pink, Tranquil, Black, Small, Angry, , Taco Bell Hat, Burger King Uniform
3015, #3015, Green, Tranquil, Gray, Small, Side-Eye, , McDonald's Hat, McDonalds Shirt
3016, #3016, Pink, Crescent, Gray, Small, Rainbow, , Burger King Visor, 
3017, #3017, Green, Tabby, Pink, Small, Open, , Burger King Visor, Subway Shirt
3018, #3018, Purple, Tranquil, Blue, Short, Open, , Burger King Visor, Taco Bell Shirt
3019, #3019, Yellow, Tabby, Black, Small, Discerning, , , McDonalds Polo
3020, #3020, Yellow, Skeleton, Bone, Small, Angry, , Wendy's Hat, 
3021, #3021, Blue, Crescent, Brown, Small, Angry, , Wendy's Hat, Burger King Uniform
3022, #3022, Purple, Stark, Pink, Small, Relaxed, , Ben & Jerry's Bucket Hat, McDonalds Shirt
3023, #3023, Pink, Tabby, White, Short, Adorable, , Dunkin' Donuts Visor, Janitor Shirt
3024, #3024, Green, Guardian, Blue, Small, Side-Eye, , McDonald's Hat, Starbucks Apron
3025, #3025, Gray, Robot, Metal, Short, Open, , KFC Hat, Starbucks Apron
3026, #3026, Green, Crescent, Blue, Long, Open, , , Janitor Shirt
3027, #3027, Green, Crescent, Green, Small, Angry, , Taco Bell Hat, Dominos Shirt
3028, #3028, Gray, Professor, Blue, Short, Relaxed, , KFC Bucket Hat, McDonalds Polo
3029, #3029, Yellow, Crescent, White, Small, Angry, , Hamburger, McDonalds Shirt
3030, #3030, Green, Skeleton, Bone, Small, Discerning, , Subway Visor, 
3031, #3031, Purple, Sage, Brown, Small, Open, , , Dominos Shirt
3032, #3032, Yellow, Guardian, Blue, Short, Rainbow, , Hooters Hat, McDonalds Shirt
3033, #3033, Gray, Tabby, Black, Short, Moon, , Walmart Hat, KFC Shirt
3034, #3034, Purple, Crescent, Brown, Short, Rainbow, , McDonald's Bucket Hat, Dominos Shirt
3035, #3035, Gray, Crescent, White, Short, Relaxed, , Vintage McDonald's Hat, 
3036, #3036, Pink, Stark, Pink, Short, Side-Eye, , , KFC Shirt
3037, #3037, Gray, Crescent, Gray, Small, Side-Eye, , , Taco Bell Shirt
3038, #3038, Pink, Professor, Black, Short, , Gazelles, Burger King Hat, 
3039, #3039, Blue, Crescent, White, Short, Angry, , Taco Bell Hat, McDonalds Polo
3040, #3040, Gray, Brave, Green, Short, , Sunglasses, , Dominos Shirt
3041, #3041, Pink, Professor, Black, Short, Side-Eye, , Chick-fil-A Hat, 
3042, #3042, Green, Tabby, Black, Short, Adorable, , Taco Bell Hat, McDonalds Shirt
3043, #3043, Purple, Crescent, Green, Small, Relaxed, , McDonald's Hat, Taco Bell Shirt
3044, #3044, Purple, Stark, Red, Long, , Jobs Glasses, McDonald's Hat, McDonalds Polo
3045, #3045, Pink, Emperor, Purple, Small, Side-Eye, , Taco, McDonalds Polo
3046, #3046, Pink, Tranquil, Blue, Small, Relaxed, , Dominos Hat, 
3047, #3047, Green, Robot, Metal, Short, Open, , Walmart Hat 2, 
3048, #3048, Green, Tabby, Blue, Short, Relaxed, , Burger King Visor, Burger King Uniform
3049, #3049, Cosmic Purple, Cosmic, Legendary Crescent, , , , Hooters Hat, 
3050, #3050, Blue, Emperor, Blue, Small, Fire, , Burger King Hat, Janitor Shirt
3051, #3051, Purple, Crescent, Gray, Short, Relaxed, , In-N-Out Burger Hat, McDonalds Polo
3052, #3052, Yellow, Crescent, White, Small, Open, , Hamburger, McDonalds Shirt
3053, #3053, Pink, Crescent, Purple, Small, Angry, , Dunkin' Donuts Visor, Walmart Shirt
3054, #3054, Pink, Stark, Purple, Small, Relaxed, , Sushi Headband, 
3055, #3055, Green, Brave, Pink, Small, Angry, , Denny's Hat, Burger King Uniform
3056, #3056, Blue, Crescent, Black, Long, Open, , McDonald's Hat, KFC Shirt
3057, #3057, Yellow, Crescent, Pink, Short, Angry, , Taco, KFC Shirt
3058, #3058, Yellow, Stark, Black, Short, Open, , Dunkin' Donuts Hat, Dominos Shirt
3059, #3059, Purple, Guardian, Red, Small, Side-Eye, , McDonald's Visor, Burger King Uniform
3060, #3060, Gray, Stark, Black, Short, Side-Eye, , McDonald's Hat, 
3061, #3061, Yellow, Crescent, Green, Small, Relaxed, , Walmart Hat 2, McDonalds Shirt
3062, #3062, Gray, Crescent, Red, Long, Angry, , Burger King Visor, KFC Shirt
3063, #3063, Green, Crescent, Black, Small, Heart, , Hamburger, McDonalds Shirt
3064, #3064, Purple, Brave, Pink, Small, Side-Eye, , Dominos Hat, McDonalds Polo
3065, #3065, Gray, Sage, Black, Small, Diamond, , , McDonalds Polo
3066, #3066, Purple, Stark, Green, Long, Open, , McDonald's Hat, Janitor Shirt
3067, #3067, Gray, Crescent, Pink, Long, Moon, , Chick-fil-A Hat, Subway Shirt
3068, #3068, Green, Stark, Black, Long, Open, , Walmart Hat, Subway Shirt
3069, #3069, Blue, Crescent, White, Small, Open, , Pizza Hut Hat, McDonalds Shirt
3070, #3070, Blue, Emperor, Blue, Short, Open, , Taco, Burger King Uniform
3071, #3071, Pink, Crescent, Green, Small, Open, , McDonald's Visor, McDonalds Shirt
3072, #3072, Green, Crescent, Pink, Short, Side-Eye, , McDonald's Bucket Hat, 
3073, #3073, Blue, Stark, Pink, Small, Angry, , Hamburger, Burger King Uniform
3074, #3074, Green, Crescent, Pink, Small, Angry, , In-N-Out Burger Hat, Burger King Uniform
3075, #3075, Yellow, Crescent, Red, Small, Discerning, , Twin Peaks Hat, Walmart Shirt
3076, #3076, Pink, Crescent, Red, Short, Angry, , Dunkin' Donuts Visor, Janitor Shirt
3077, #3077, Green, Crescent, White, Small, Discerning, , Burger King Visor, 
3078, #3078, Green, Tranquil, Gray, Small, Discerning, , Walmart Hat, Dominos Shirt
3079, #3079, Yellow, Crescent, Green, Short, Relaxed, , , KFC Shirt
3080, #3080, Purple, Stark, Red, Short, Side-Eye, , Popcorn, 
3081, #3081, Green, Crescent, Brown, Small, Side-Eye, , Popcorn, 
3082, #3082, Yellow, Guardian, Red, Small, Relaxed, , KFC Bucket Hat, Janitor Shirt
3083, #3083, Yellow, Emperor, Purple, Long, Discerning, , McDonald's Visor, KFC Shirt
3084, #3084, Green, Crescent, Red, Long, Relaxed, , , Dominos Shirt
3085, #3085, Blue, Tabby, Green, Short, Heart, , McDonald's Visor, Ronald McDonald
3086, #3086, Gray, Skeleton, Bone, Short, Angry, , Chick-fil-A Hat, 
3087, #3087, Yellow, Tabby, Blue, Small, Open, , McDonald's Hat, McDonalds Shirt
3088, #3088, Green, Guardian, Pink, Short, Open, , Ben & Jerry's Bucket Hat, Janitor Shirt
3089, #3089, Yellow, Professor, Black, Long, Open, , McDonald's Hat, McDonalds Shirt
3090, #3090, Pink, Brave, White, Short, Open, , Burger King Hat, 
3091, #3091, Blue, Stark, Brown, Long, Relaxed, , Chick-fil-A Hat, KFC Shirt
3092, #3092, Blue, Tabby, Blue, Small, Open, , , KFC Shirt
3093, #3093, Purple, Crescent, Pink, Small, Open, , Hamburger, Subway Shirt
3094, #3094, Gray, Guardian, Pink, Short, Open, , Starbucks Hat, Subway Shirt
3095, #3095, Yellow, Stark, Brown, Long, , Gazelles, Dunkin' Donuts Hat, 
3096, #3096, Gray, Stark, Red, Small, Open, , Subway Visor, 
3097, #3097, Green, Crescent, Green, Small, Open, , McDonald's Visor, 
3098, #3098, Pink, Stark, White, Small, Angry, , Dominos Hat, Subway Shirt
3099, #3099, Blue, Brave, Purple, Short, Discerning, , , Janitor Shirt
3100, #3100, Purple, Stark, Green, Short, Angry, , Popcorn, Walmart Shirt
3101, #3101, Gray, Crescent, White, Long, Relaxed, , McDonald's Hat, Janitor Shirt
3102, #3102, Green, Crescent, Pink, Small, Open, , Dunkin' Donuts Hat, Burger King Uniform
3103, #3103, Green, Crescent, Green, Small, Relaxed, , Walmart Hat, 
3104, #3104, Green, Crescent, Green, Short, Moon, , Burger King Hat, Dominos Shirt
3105, #3105, Purple, Crescent, Green, Short, Adorable, , McDonald's Visor, Taco Bell Shirt
3106, #3106, Blue, Stark, Brown, Small, Angry, , Denny's Hat, Subway Shirt
3107, #3107, Yellow, Tabby, Gray, Long, Discerning, , , Dominos Shirt
3108, #3108, Purple, Crescent, Green, Small, Angry, , Burger King Hat, Starbucks Apron
3109, #3109, Green, Tabby, Brown, Small, Side-Eye, , Ben & Jerry's Bucket Hat, Dominos Shirt
3110, #3110, Purple, Tabby, Black, Small, Angry, , Burger King Visor, Walmart Shirt
3111, #3111, Green, Stark, White, Short, Open, , McDonald's Hat, Ronald McDonald
3112, #3112, Purple, Stark, Blue, Small, Relaxed, , Walmart Hat, 
3113, #3113, Yellow, Tranquil, White, Small, Relaxed, , Burger King Hat, McDonalds Polo
3114, #3114, Gray, Guardian, Gray, Short, Open, , Dunkin' Donuts Hat, 
3115, #3115, Yellow, Crescent, Pink, Small, Open, , Burger King Visor, Burger King Uniform
3116, #3116, Purple, Tranquil, Pink, Small, Open, , McDonald's Visor, 
3117, #3117, Green, Stark, Pink, Small, Angry, , Taco Bell Hat, 
3118, #3118, Blue, Stark, Black, Short, Angry, , Denny's Hat, Janitor Shirt
3119, #3119, Green, Crescent, Green, Small, Relaxed, , Walmart Hat 2, KFC Shirt
3120, #3120, Gray, Robot, Metal, Short, Open, , Dominos Hat, McDonalds Polo
3121, #3121, Purple, Tabby, Blue, Short, Side-Eye, , Walmart Hat, McDonalds Shirt
3122, #3122, Purple, Skeleton, Bone, Long, Open, , Ben & Jerry's Bucket Hat, 
3123, #3123, Blue, Crescent, Brown, Short, Relaxed, , Walmart Hat 2, Walmart Shirt
3124, #3124, Yellow, Stark, Brown, Small, Side-Eye, , McDonald's Box Hat, Burger King Uniform
3125, #3125, Yellow, Crescent, Red, Small, Discerning, , , McDonalds Polo
3126, #3126, Purple, Crescent, Brown, Short, Side-Eye, , McDonald's Hat, Walmart Shirt
3127, #3127, Blue, Crescent, Green, Long, Relaxed, , Popcorn, McDonalds Shirt
3128, #3128, Green, Crescent, Gray, Short, Open, , McDonald's Bucket Hat, Starbucks Apron
3129, #3129, Purple, Crescent, Blue, Long, Adorable, , Hooters Hat, KFC Shirt
3130, #3130, Green, Crescent, Pink, Short, Discerning, , Hooters Hat, McDonalds Shirt
3131, #3131, Purple, Stark, Blue, Short, Heart, Eyepatch, , Dominos Shirt
3132, #3132, Blue, Crescent, Green, Short, Heart, , Dunkin' Donuts Hat, Starbucks Apron
3133, #3133, Purple, Emperor, Purple, Long, Fire, , Popcorn, 
3134, #3134, Blue, Crescent, Purple, Small, Discerning, , Sushi, Walmart Shirt
3135, #3135, Gray, Crescent, Pink, Short, Open, , Pizza Hut Hat, 
3136, #3136, Yellow, Guardian, Purple, Small, Side-Eye, , , KFC Shirt
3137, #3137, Yellow, Brave, Gray, Small, Adorable, , Dunkin' Donuts Hat, 
3138, #3138, Green, Stark, White, Small, Relaxed, , Dominos Hat, 
3139, #3139, Purple, Guardian, Gray, Small, Fire, , , Subway Shirt
3140, #3140, Purple, Sage, Brown, Small, Relaxed, , Burger King Visor, Subway Shirt
3141, #3141, Pink, Crescent, Brown, Long, Side-Eye, , KFC Bucket Hat, Janitor Shirt
3142, #3142, Yellow, Crescent, Brown, Small, Angry, , McDonald's Visor, 
3143, #3143, Gray, Crescent, Purple, Short, Adorable, , Walmart Hat 2, Janitor Shirt
3144, #3144, Yellow, Crescent, White, Long, Discerning, , McDonald's Hat, McDonalds Polo
3145, #3145, Gray, Crescent, Gray, Small, Open, , Taco, Dominos Shirt
3146, #3146, Yellow, Tranquil, Black, Small, Discerning, , McDonald's Hat, Walmart Shirt
3147, #3147, Blue, Brave, Purple, Small, Open, , Ice Cream Cone, Burger King Uniform
3148, #3148, Yellow, Stark, Green, Short, Open, , Walmart Hat, Subway Shirt
3149, #3149, Purple, Crescent, White, Short, Side-Eye, , Denny's Hat, 
3150, #3150, Green, Crescent, Black, Long, Relaxed, , Walmart Hat, McDonalds Shirt
3151, #3151, Gray, Tranquil, Green, Long, Angry, , Ice Cream, McDonalds Polo
3152, #3152, Yellow, Crescent, Blue, Small, Discerning, , Dunkin' Donuts Visor, Dominos Shirt
3153, #3153, Purple, Guardian, Purple, Short, Rainbow, , Hooters Hat, Walmart Shirt
3154, #3154, Purple, Guardian, Black, Small, Relaxed, , Popcorn, 
3155, #3155, Blue, Tranquil, White, Small, Open, , Popcorn, McDonalds Shirt
3156, #3156, Green, Tranquil, White, Short, Relaxed, , Dominos Hat, 
3157, #3157, Pink, Crescent, White, Short, Discerning, , Hooters Hat, McDonalds Shirt
3158, #3158, Purple, Crescent, Gray, Short, Diamond, , Burger King Visor, 
3159, #3159, Pink, Stark, Green, Short, Open, , McDonald's Bucket Hat, McDonalds Shirt
3160, #3160, Gray, Brave, Black, Short, Side-Eye, , , McDonalds Shirt
3161, #3161, Gray, Stark, Purple, Small, Relaxed, , McDonald's Box Hat, McDonalds Polo
3162, #3162, Purple, Crescent, Gray, Small, Adorable, , McDonald's Hat, Walmart Shirt
3163, #3163, Gray, Tranquil, Black, Short, , Rose-Colored Glasses, Dunkin' Donuts Hat, McDonalds Shirt
3164, #3164, Pink, Tabby, Brown, Short, Open, , Hamburger, Walmart Shirt
3165, #3165, Green, Crescent, Pink, Small, Open, , Walmart Hat, Janitor Shirt
3166, #3166, Gray, Crescent, Black, Small, Angry, , In-N-Out Burger Hat, McDonalds Shirt
3167, #3167, Yellow, Crescent, Blue, Small, Open, , Subway Visor, 
3168, #3168, Yellow, Tabby, Gray, Long, Open, , KFC Hat, McDonalds Polo
3169, #3169, Pink, Tranquil, Gray, Short, Discerning, , Burger King Crown, KFC Shirt
3170, #3170, Yellow, Tabby, Brown, Small, Side-Eye, , Chick-fil-A Hat, Subway Shirt
3171, #3171, Blue, Professor, White, Long, Open, , Walmart Hat, Subway Shirt
3172, #3172, Yellow, Tabby, Brown, Long, Open, , Dominos Hat, Burger King Uniform
