ID, Name, Background, Body, Feathers, Beak, Eyes, Eyewear, Headwear, Outerwear
403, #403, Pink, Professor, Red, Small, , Visor, , 
404, #404, Gray, Tabby, Black, Small, Discerning, , , 
405, #405, Purple, Crescent, Blue, Short, Side-eye, , Beanie, 
406, #406, Yellow, Crescent, Red, Small, Discerning, , Grail, 
407, #407, Purple, Tabby, Pink, Small, Side-eye, , Backwards Hat, 
408, #408, Pink, Stark, Brown, Small, Angry, , Halo, 
409, #409, Pink, Tabby, Red, Long, Discerning, , Forest Ranger, 
410, #410, Blue, Tabby, Brown, Small, Angry, , Skully, 
411, #411, Yellow, Guardian, White, Short, Open, , Crescent Talisman, 
412, #412, Pink, Skeleton, Bone, Long, Relaxed, Eyepatch, Beanie, 
413, #413, Green, Stark, Red, Short, Side-eye, , Raincloud, 
414, #414, Pink, Guardian, White, Short, Open, , , 
415, #415, Yellow, Stark, Gray, Short, Side-eye, , Mohawk (Green), 
416, #416, Blue, Crescent, Green, Long, Side-eye, , Durag, 
417, #417, Pink, Crescent, Black, Short, Angry, , , 
418, #418, Blue, Robot, Metal, Short, Angry, , Diamond, Hoodie Down
419, #419, Pink, Tranquil, White, Long, Angry, , Headband, Hoodie Down
420, #420, Pink, Tabby, Purple, Short, Discerning, , , Jean Jacket
421, #421, Pink, Sage, Red, Small, Relaxed, , , 
422, #422, Yellow, Guardian, Blue, Small, Open, , Headband, 
423, #423, Yellow, Tabby, Black, Small, , Visor, , 
424, #424, Purple, Sage, Gray, Short, , Rose-Colored Glasses, , 
425, #425, Blue, Tabby, Red, Small, Rainbow, , Skully, 
426, #426, Blue, Tabby, White, Long, Discerning, , Queen's Crown, 
427, #427, Gray, Guardian, Brown, Small, Relaxed, , Space Helmet, 
428, #428, Purple, Emperor, White, Short, Discerning, , Bandana, 
429, #429, Gray, Robot, Metal, Short, , Visor, Raincloud, Punk Jacket
430, #430, Green, Crescent, Red, Short, Open, , Witch's Hat, 
431, #431, Pink, Tabby, Green, Short, Open, , , 
432, #432, Yellow, Crescent, Red, Short, , Rose-Colored Glasses, Cowboy Hat, 
433, #433, Gray, Crescent, Blue, Short, Angry, , Lincoln, Diamond Necklace
434, #434, Purple, Stark, Green, Short, Diamond, , , 
435, #435, Purple, Brave, Purple, Short, Heart, , , 
436, #436, Blue, Crescent, Black, Short, , Jobs Glasses, Karate Band, 
437, #437, Green, Stark, Brown, Long, Discerning, , Cowboy Hat, 
438, #438, Green, Tranquil, Gray, Small, Angry, , , Diamond Necklace
439, #439, Purple, Sage, Gray, Short, Fire, , , Hoodie Down
440, #440, Green, Crescent, Green, Small, Relaxed, , , Hoodie Down
441, #441, Yellow, Crescent, Black, Short, Angry, , Beanie, 
442, #442, Green, Stark, Purple, Small, Rainbow, , Space Helmet, 
443, #443, Green, Tranquil, Blue, Short, Open, , Karate Band, 
444, #444, Pink, Stark, Green, Short, Relaxed, , Moon Hat, 
445, #445, Yellow, Crescent, Brown, Small, , Aviators, Captain's Cap, 
446, #446, Yellow, Tranquil, Red, Small, Open, , Tiny Crown, 
447, #447, Green, Guardian, Gray, Long, Adorable, , Space Helmet, 
448, #448, Gray, Stark, Blue, Long, Relaxed, , Aviator's Cap, 
449, #449, Pink, Stark, Gray, Long, Relaxed, , Skully, Hoodie Down
450, #450, Purple, Tabby, Brown, Small, Relaxed, , Skully, 
451, #451, Purple, Stark, Black, Small, Moon, , Captain's Cap, 
452, #452, Pink, Tranquil, Red, Small, Relaxed, Eyepatch, , 
453, #453, Purple, Tranquil, Blue, Short, Open, , Tiara, Hoodie Down
454, #454, Gray, Tabby, Red, Short, Open, , , Punk Jacket
455, #455, Blue, Crescent, Red, Short, Angry, , Hero's Cap, Hero's Tunic
456, #456, Blue, Crescent, Brown, Small, Angry, , , 
457, #457, Green, Crescent, Brown, Long, Discerning, , Bow, 
458, #458, Purple, Professor, Green, Small, Relaxed, , , 
459, #459, Green, Crescent, Brown, Small, Discerning, , Beanie, 
460, #460, Purple, Professor, Black, Small, Angry, , , Bomber Jacket
461, #461, Pink, Crescent, Purple, Short, Relaxed, Eyepatch, , 
462, #462, Blue, Tranquil, Red, Small, , Rose-Colored Glasses, Gremplin, Punk Jacket
463, #463, Blue, Brave, Brown, Small, Angry, , , 
464, #464, Purple, Tranquil, Green, Small, Side-eye, , Flower, 
465, #465, Yellow, Crescent, Gray, Small, Discerning, , Wizard's Hat, 
466, #466, Green, Crescent, Brown, Small, Angry, , Backwards Hat, Jean Jacket
467, #467, Blue, Crescent, Brown, Short, Discerning, , Diamond, 
468, #468, Green, Crescent, Red, Small, Angry, , , Hoodie
469, #469, Purple, Emperor, Gray, Short, Open, , Bow, 
470, #470, Pink, Crescent, Gray, Small, Angry, , Moon Hat, 
471, #471, Yellow, Professor, Gray, Small, Discerning, , , 
472, #472, Pink, Professor, Red, Small, Angry, , Headband, 
473, #473, Blue, Crescent, Green, Short, Relaxed, , , Hoodie
474, #474, Blue, Emperor, Red, Small, , Sunglasses, , 
475, #475, Pink, Guardian, Gray, Short, Heart, , , Gold Chain
476, #476, Green, Crescent, Blue, Long, Relaxed, , , 
477, #477, Pink, Crescent, Red, Short, Relaxed, , Durag, 
478, #478, Yellow, Skeleton, Bone, Long, , Rose-Colored Glasses, Chromie, 
479, #479, Yellow, Crescent, Brown, Long, Open, , Wizard's Hat, 
480, #480, Green, Brave, Green, Small, Angry, , , 
481, #481, Green, Stark, Gray, Small, Open, , Mohawk (Pink), Punk Jacket
482, #482, Pink, Crescent, Pink, Short, Rainbow, , Moon Hat, Hoodie Down
483, #483, Pink, Stark, Purple, Long, Rainbow, , Skully, 
484, #484, Pink, Tabby, Black, Small, Angry, , , Punk Jacket
485, #485, Gray, Crescent, Purple, Short, Relaxed, , Queen's Crown, 
486, #486, Blue, Crescent, Blue, Short, Relaxed, , Beanie, 
487, #487, Gray, Skeleton, Bone, Long, , Aviators, Bow, 
488, #488, Yellow, Stark, Red, Small, , Visor, , 
489, #489, Purple, Stark, Red, Small, Relaxed, Eyepatch, Tiny Crown, 
490, #490, Purple, Stark, Gray, Short, Angry, , Headband, 
491, #491, Pink, Tabby, Brown, Long, Side-eye, , Chromie, 
492, #492, Gray, Crescent, Gray, Small, , 3D Glasses, Skully, 
493, #493, Yellow, Tranquil, Blue, Short, Discerning, , , 
494, #494, Green, Tranquil, White, Short, , 3D Glasses, , 
495, #495, Gray, Tranquil, Pink, Short, Discerning, , , Punk Jacket
496, #496, Yellow, Skeleton, Bone, Short, Adorable, Eyepatch, Beanie, 
497, #497, Pink, Stark, Blue, Short, Side-eye, , Lincoln, 
498, #498, Pink, Crescent, Brown, Long, Open, , Bucket Hat, 
499, #499, Gray, Crescent, Purple, Long, Open, , , 
500, #500, Green, Stark, Blue, Long, Relaxed, , Pirate's Hat, 
501, #501, Pink, Stark, Gray, Short, Discerning, , , 
502, #502, Pink, Crescent, Brown, Short, Open, , Raincloud, 
503, #503, Gray, Tranquil, Purple, Short, Open, , Halo, 
504, #504, Yellow, Tranquil, White, Small, Open, , Crescent Talisman, Hoodie Down
505, #505, Gray, Tabby, Purple, Small, Diamond, , , 
506, #506, Pink, Crescent, Purple, Short, Open, , Aviator's Cap, 
507, #507, Blue, Robot, Metal, Long, Open, Big Tech, Halo, Hoodie Down
508, #508, Blue, Emperor, Red, Small, Open, , Skully, 
509, #509, Blue, Tranquil, Black, Small, Angry, , , 
510, #510, Pink, Tabby, Brown, Long, Rainbow, , Tiara, 
511, #511, Green, Stark, Purple, Long, Side-eye, , , 
512, #512, Blue, Tabby, Gray, Short, Open, , , 
513, #513, Yellow, Stark, Green, Small, Side-eye, , Pirate's Hat, 
514, #514, Yellow, Stark, Black, Small, Side-eye, , Forest Ranger, 
515, #515, Blue, Skeleton, Bone, Long, Discerning, Eyepatch, Tiny Crown, 
516, #516, Purple, Crescent, Gray, Short, Heart, , Beanie, 
517, #517, Purple, Tabby, Red, Long, Adorable, , Raincloud, 
518, #518, Yellow, Professor, White, Short, Open, Big Tech, Halo, 
519, #519, Yellow, Crescent, Gray, Small, , Gazelles, Fire, 
520, #520, Gray, Stark, Red, Small, Side-eye, , Lincoln, 
521, #521, Green, Brave, Gray, Short, , Sunglasses, Tiny Crown, 
522, #522, Blue, Tranquil, Red, Small, Side-eye, , , 
523, #523, Gray, Stark, Pink, Small, Fire, Monocle, Backwards Hat, 
524, #524, Gray, Crescent, Brown, Short, Fire, , Beanie, 
525, #525, Gray, Stark, Purple, Short, Open, , Queen's Crown, 
526, #526, Purple, Crescent, White, Long, Adorable, , Karate Band, 
527, #527, Purple, Tranquil, Pink, Short, Relaxed, , Raincloud, 
528, #528, Blue, Tranquil, Red, Long, Open, , Queen's Crown, Bomber Jacket
529, #529, Yellow, Emperor, Gray, Small, Side-eye, , , Punk Jacket
530, #530, Purple, Guardian, Red, Short, Discerning, , Grail, 
531, #531, Pink, Tranquil, Blue, Small, Relaxed, , , 
532, #532, Gray, Crescent, Black, Short, , Gazelles, Lincoln, 
533, #533, Gray, Crescent, White, Short, , Aviators, , Hoodie Down
534, #534, Yellow, Stark, Purple, Small, Heart, , Queen's Crown, 
535, #535, Purple, Crescent, Brown, Small, Side-eye, , Durag, Jean Jacket
536, #536, Purple, Crescent, Blue, Small, Fire, , Witch's Hat, 
537, #537, Green, Tabby, Black, Short, Angry, , Space Helmet, 
538, #538, Green, Tabby, White, Small, Relaxed, , Headphones, 
539, #539, Gray, Guardian, Brown, Long, Angry, , , Diamond Necklace
540, #540, Blue, Stark, Black, Long, Relaxed, , Lincoln, 
541, #541, Green, Professor, White, Small, Discerning, , , 
542, #542, Green, Stark, Gray, Short, Open, , Tiny Crown, 
543, #543, Yellow, Crescent, Pink, Short, Discerning, , Moon Hat, 
544, #544, Yellow, Stark, Brown, Long, Relaxed, , Aviator's Cap, 
545, #545, Purple, Stark, Brown, Small, Side-eye, Eyepatch, Backwards Hat, 
546, #546, Gray, Stark, Black, Small, Open, , Aviator's Cap, 
547, #547, Blue, Crescent, Red, Short, Side-eye, , , Hoodie
548, #548, Gray, Crescent, Red, Long, Side-eye, , Aviator's Cap, 
549, #549, Yellow, Tranquil, Pink, Short, Relaxed, , Gremplin, Jean Jacket
550, #550, Yellow, Crescent, Brown, Small, Side-eye, , Tiny Crown, 
551, #551, Yellow, Crescent, Purple, Long, Angry, , Aviator's Cap, 
552, #552, Blue, Tranquil, Blue, Short, Angry, , Halo, 
553, #553, Blue, Tranquil, Green, Short, Side-eye, , , 
554, #554, Pink, Emperor, Gray, Long, Relaxed, , Crescent Talisman, 
555, #555, Yellow, Stark, Blue, Small, Fire, , Aviator's Cap, 
556, #556, Green, Crescent, Brown, Short, , Jobs Glasses, Karate Band, 
557, #557, Blue, Professor, Pink, Small, Open, , , Gold Chain
558, #558, Green, Tabby, Red, Short, Rainbow, , Pirate's Hat, 
559, #559, Gray, Crescent, Black, Small, Discerning, , Bucket Hat, 
560, #560, Purple, Stark, Red, Small, , Aviators, Fire, Punk Jacket
561, #561, Yellow, Crescent, Green, Small, Open, , Durag, 
562, #562, Green, Tranquil, Blue, Short, Open, , Space Helmet, 
563, #563, Gray, Crescent, Purple, Short, , Jobs Glasses, Captain's Cap, 
564, #564, Gray, Tranquil, Red, Short, Relaxed, , Skully, Jean Jacket
565, #565, Pink, Emperor, Blue, Small, , Rose-Colored Glasses, Bandana, 
566, #566, Yellow, Crescent, Red, Small, , Rose-Colored Glasses, Bucket Hat, 
567, #567, Blue, Crescent, Brown, Small, Open, , Headphones, 
568, #568, Pink, Stark, Gray, Short, Adorable, , Moon Hat, 
569, #569, Green, Crescent, Blue, Short, Side-eye, , Mohawk (Pink), Diamond Necklace
570, #570, Pink, Guardian, Black, Small, Angry, , , 
571, #571, Purple, Tabby, Red, Small, Angry, , , Gold Chain
572, #572, Yellow, Skeleton, Bone, Short, Adorable, , Pirate's Hat, 
573, #573, Purple, Stark, Black, Long, Open, , Space Helmet, 
574, #574, Pink, Brave, Gray, Short, Relaxed, , Bandana, 
575, #575, Pink, Emperor, Gray, Short, Open, , , 
576, #576, Green, Tabby, Gray, Small, Fire, , , 
577, #577, Gray, Tabby, Red, Small, Discerning, , Forest Ranger, 
578, #578, Purple, Stark, Purple, Small, Angry, , , 
579, #579, Purple, Crescent, Red, Short, Open, , , Hoodie
580, #580, Purple, Tabby, White, Short, Relaxed, Eyepatch, , 
581, #581, Blue, Tranquil, Red, Short, Angry, , , 
582, #582, Pink, Crescent, Blue, Small, Adorable, , Forest Ranger, 
583, #583, Pink, Tranquil, Blue, Short, Open, , Bow, 
584, #584, Yellow, Emperor, White, Small, Open, Eyepatch, Dancing Flame, 
585, #585, Purple, Brave, Purple, Small, Relaxed, , Karate Band, 
586, #586, Pink, Stark, Brown, Small, Open, , , 
587, #587, Green, Tranquil, Green, Small, Angry, , , 
588, #588, Blue, Tranquil, Purple, Small, Adorable, , Raincloud, 
589, #589, Pink, Emperor, Black, Long, Open, Big Tech, , 
590, #590, Blue, Professor, Blue, Small, Side-eye, , , Hoodie Down
591, #591, Green, Stark, Gray, Long, Discerning, , Karate Band, 
592, #592, Pink, Crescent, Brown, Small, Open, , Witch's Hat, 
593, #593, Pink, Stark, Brown, Small, Diamond, , Headphones, 
594, #594, Blue, Tabby, Red, Small, Relaxed, , Queen's Crown, 
595, #595, Yellow, Professor, Brown, Long, Discerning, , Karate Band, 
596, #596, Yellow, Crescent, White, Small, Diamond, , Raincloud, 
597, #597, Pink, Crescent, Red, Small, Relaxed, , Mohawk (Pink), Gold Chain
598, #598, Yellow, Stark, Black, Long, Angry, Monocle, , 
599, #599, Blue, Robot, Metal, Long, Open, , Rubber Duck, Punk Jacket
600, #600, Green, Brave, Red, Short, Relaxed, , Gremplin, 
601, #601, Purple, Crescent, Purple, Long, Relaxed, , Fire, 
602, #602, Yellow, Guardian, Gray, Small, Side-eye, , Space Helmet, 
603, #603, Pink, Crescent, Purple, Long, Open, , , 
604, #604, Green, Stark, Red, Small, Angry, , , 
605, #605, Green, Crescent, Brown, Long, Discerning, , Beanie, 
606, #606, Blue, Tabby, Purple, Small, , Jobs Glasses, , 
607, #607, Green, Brave, Brown, Small, Angry, , , 
608, #608, Pink, Crescent, Black, Small, Open, , Headphones, 
609, #609, Green, Brave, Black, Small, Relaxed, , Bandana, 
610, #610, Pink, Crescent, Gray, Long, Relaxed, , Hero's Cap, Hero's Tunic
611, #611, Purple, Stark, Red, Small, Open, , Fire, 
612, #612, Green, Stark, Black, Long, Open, , Fire, 
613, #613, Blue, Tabby, Purple, Small, , Gazelles, Flower, Diamond Necklace
614, #614, Yellow, Stark, Gray, Small, Discerning, , , 
615, #615, Green, Stark, Purple, Short, Discerning, , Queen's Crown, 
616, #616, Purple, Robot, Metal, Small, , Visor, Rubber Duck, Hoodie Down
617, #617, Green, Crescent, Black, Short, Relaxed, , Moon Hat, 
618, #618, Yellow, Stark, Purple, Short, Open, , Cowboy Hat, 
619, #619, Gray, Brave, Black, Small, Side-eye, , , 
620, #620, Purple, Guardian, Brown, Short, Discerning, , Space Helmet, 
621, #621, Pink, Sage, Brown, Short, Open, , Mohawk (Green), 
622, #622, Yellow, Crescent, Gray, Short, Open, , Mohawk (Pink), 
623, #623, Gray, Tranquil, Blue, Small, Discerning, , , 
624, #624, Purple, Tranquil, White, Small, Relaxed, , , 
625, #625, Gray, Stark, Green, Long, Open, , Headband, 
626, #626, Yellow, Robot, Metal, Long, Open, , Fire, Punk Jacket
627, #627, Gray, Crescent, Red, Small, Angry, , Skully, Jean Jacket
628, #628, Gray, Emperor, Black, Small, Angry, , Tiny Crown, 
629, #629, Gray, Skeleton, Bone, Small, , Rose-Colored Glasses, Grail, 
630, #630, Blue, Stark, Pink, Small, Angry, , , 
631, #631, Yellow, Tranquil, White, Small, , Black-rimmed Glasses, Flower, 
632, #632, Blue, Tabby, Black, Short, Discerning, , , 
633, #633, Yellow, Stark, Brown, Short, Side-eye, , Raincloud, 
634, #634, Blue, Brave, Black, Long, Adorable, , Dancing Flame, 
635, #635, Pink, Tabby, Green, Small, Side-eye, , Forest Ranger, 
636, #636, Pink, Crescent, Black, Short, Adorable, , Bucket Hat, 
637, #637, Yellow, Crescent, Red, Small, Open, , Durag, 
638, #638, Green, Crescent, Brown, Short, Heart, , Cowboy Hat, 
639, #639, Pink, Guardian, Brown, Long, Discerning, , , 
640, #640, Purple, Guardian, Purple, Small, , Rose-Colored Glasses, , 
641, #641, Gray, Crescent, Brown, Small, Discerning, , , 
642, #642, Green, Professor, Red, Long, Discerning, , , 
643, #643, Green, Brave, Black, Short, Side-eye, , , 
644, #644, Pink, Brave, Black, Short, Moon, , Diamond, 
645, #645, Blue, Crescent, Black, Short, , Jobs Glasses, Moon Hat, 
646, #646, Purple, Tabby, Pink, Small, Adorable, , Grail, 
647, #647, Green, Crescent, Blue, Small, Side-eye, , Captain's Cap, 
648, #648, Pink, Professor, White, Small, , Gazelles, , 
649, #649, Yellow, Stark, Brown, Small, , Black-rimmed Glasses, Halo, 
650, #650, Green, Crescent, Blue, Small, Open, , , Hoodie
651, #651, Blue, Tabby, Black, Small, , Jobs Glasses, Halo, 
652, #652, Purple, Stark, Red, Small, Side-eye, , Pirate's Hat, 
653, #653, Pink, Crescent, Purple, Small, Adorable, , , Hoodie
654, #654, Yellow, Crescent, White, Short, Discerning, , Aviator's Cap, 
655, #655, Yellow, Sage, Red, Small, Rainbow, , Captain's Cap, 
656, #656, Pink, Stark, Brown, Long, Open, , Aviator's Cap, 
657, #657, Pink, Tranquil, Red, Small, Relaxed, , Raincloud, 
658, #658, Pink, Emperor, White, Short, Discerning, , Headband, 
659, #659, Purple, Crescent, White, Short, , Rose-Colored Glasses, Witch's Hat, 
660, #660, Green, Emperor, Gray, Short, Side-eye, , Skully, 
661, #661, Yellow, Crescent, Gray, Small, , Sunglasses, Fire, 
662, #662, Gray, Guardian, Blue, Long, , 3D Glasses, Bow, 
663, #663, Pink, Stark, Red, Short, Discerning, , Captain's Cap, 
664, #664, Green, Stark, Pink, Small, Moon, , Lincoln, 
665, #665, Purple, Professor, Gray, Small, Open, Monocle, Skully, 
666, #666, Purple, Brave, Pink, Long, Open, Eyepatch, Karate Band, Jean Jacket
667, #667, Gray, Tabby, Blue, Small, Side-eye, , Queen's Crown, 
668, #668, Glitch Red, Glitch, Legendary Guardian, , , , , 
669, #669, Pink, Guardian, Pink, Short, Angry, , , 
670, #670, Purple, Brave, Purple, Small, Angry, , Crescent Talisman, 
671, #671, Blue, Crescent, Gray, Small, Angry, , Durag, 
672, #672, Yellow, Crescent, Brown, Small, Open, , , 
673, #673, Pink, Professor, Purple, Long, Relaxed, , , 
674, #674, Pink, Brave, Black, Small, Relaxed, , , 
675, #675, Green, Tabby, Purple, Short, Discerning, , Backwards Hat, 
676, #676, Gray, Stark, Green, Long, Open, , , 
677, #677, Yellow, Stark, Purple, Short, Side-eye, , Backwards Hat, 
678, #678, Yellow, Crescent, Purple, Short, Relaxed, , Witch's Hat, 
679, #679, Green, Brave, Red, Short, Open, , , 
680, #680, Pink, Sage, Gray, Small, Open, , Mohawk (Green), 
681, #681, Gray, Tranquil, White, Short, Discerning, , Halo, 
682, #682, Purple, Tabby, Red, Short, Angry, , , 
683, #683, Gray, Professor, Black, Small, Discerning, , Bandana, 
684, #684, Green, Tabby, Purple, Small, Side-eye, , , 
685, #685, Blue, Brave, Red, Short, Angry, , , Gold Chain
686, #686, Pink, Stark, White, Long, Angry, , Aviator's Cap, 
687, #687, Gray, Stark, Blue, Short, Angry, , Tiara, 
688, #688, Green, Crescent, Gray, Short, Adorable, , Moon Hat, 
689, #689, Yellow, Guardian, Black, Short, Relaxed, , , 
690, #690, Gray, Professor, Purple, Short, Heart, , Bow, 
691, #691, Yellow, Stark, Purple, Short, , Jobs Glasses, Backwards Hat, 
692, #692, Purple, Tabby, Black, Small, Relaxed, , Pirate's Hat, 
693, #693, Blue, Stark, Red, Long, Fire, , Lincoln, 
694, #694, Green, Emperor, Red, Short, Heart, , Skully, 
695, #695, Blue, Tabby, Purple, Long, Angry, , Headphones, 
696, #696, Yellow, Brave, Black, Short, Discerning, , Skully, 
697, #697, Yellow, Tranquil, Blue, Short, Side-eye, , Flower, 
698, #698, Gray, Stark, Red, Short, Open, , Lincoln, Hoodie Down
699, #699, Pink, Brave, Purple, Short, , Black-rimmed Glasses, , 
700, #700, Yellow, Crescent, Purple, Short, Side-eye, , Lincoln, 
701, #701, Blue, Crescent, Gray, Short, Relaxed, , Hero's Cap, Hero's Tunic
702, #702, Green, Professor, Pink, Short, , Sunglasses, , 
703, #703, Blue, Crescent, Red, Short, Heart, , Hero's Cap, Hero's Tunic
